,carbs,category,description,fat,fiber,kcal,monounsat.,polyunsat.,price,price_per_kg,protein,qty,salt,saturated,sugars,€/g carb,€/g fat,€/g protein,€/kcal
5534110,22.0,Alimenti vegetali,"Aia, aeQuilibrium Nagghy vegetariani 230 g",8.7,3.5,221,,,3.8,16.53,12.0,230 g,1.4,1.3,1.7,0.07513636363636364,0.19000000000000003,0.13775,0.007479638009049774
5393832,,Carne,"Esselunga, suino salsiccia",,,,,,7.49,7.49,,1 kg,,,,0.0,0.0,0.0,0.0
5563167,,Carne,"Esselunga, macinata mista di bovino e suino",,,,,,7.59,7.59,,1 kg,,,,0.0,0.0,0.0,0.0
5428255,,Carne,"Esselunga Naturama, petto di pollo a fette allevato senza uso di antibiotici",,,,,,12.49,9.99,,1 kg,,,,0.0,0.0,0.0,0.0
5410753,,Carne,"Esselunga, vitello fegato a fette",,,,,,17.14,11.99,,1 kg,,,,0.0,0.0,0.0,0.0
5714399,,Carne,"Esselunga Naturama, petto di pollo fettine sottili allevato senza uso di antibiotici",,,,,,14.2,14.2,,1 kg,,,,0.0,0.0,0.0,0.0
5714398,,Carne,"Esselunga Naturama, mini filetti di pollo allevato senza uso di antibiotici",,,,,,10.99,10.99,,1 kg,,,,0.0,0.0,0.0,0.0
5376716,,Carne,"Esselunga Naturama, sovracosce di pollo senza pelle allevato senza uso di antibiotici",,,,,,6.62,5.29,,1 kg,,,,0.0,0.0,0.0,0.0
5377327,,Carne,"Esselunga, bovino adulto filetto al pepe verde",,,,,,33.25,26.6,,1 kg,,,,0.0,0.0,0.0,0.0
5429575,,Carne,"Esselunga, tacchino fesa a fette",,,,,,11.69,11.69,,1 kg,,,,0.0,0.0,0.0,0.0
5384263,,Carne,"Esselunga Naturama, alette di pollo allevato senza uso di antibiotici",,,,,,3.79,3.79,,1 kg,,,,0.0,0.0,0.0,0.0
5390122,,Carne,"Esselunga, suino fettine di coppa (scamerita a fette)",,,,,,7.29,7.29,,1 kg,,,,0.0,0.0,0.0,0.0
5399725,,Carne,"Esselunga, suino puntine (rosticciana) confezione risparmio",,,,,,5.49,5.49,,1 kg,,,,0.0,0.0,0.0,0.0
5533043,,Carne,"Esselunga, sovracosce senza pelle di pollo ad alimentazione vegetale",,,,,,6.29,6.29,,1 kg,,,,0.0,0.0,0.0,0.0
5398268,,Carne,"Esselunga, suino fettine di lonza (arista) disossata confezione risparmio",,,,,,8.59,8.59,,1 kg,,,,0.0,0.0,0.0,0.0
5530359,,Carne,"Esselunga, fusi di pollo ad alimentazione vegetale",,,,,,5.99,5.99,,1 kg,,,,0.0,0.0,0.0,0.0
5410947,,Carne,"Esselunga, suino trita (macinata)",,,,,,5.89,5.89,,1 kg,,,,0.0,0.0,0.0,0.0
5376172,,Carne,"Esselunga, bovino adulto carne trita (macinata) scelta confezione risparmio",,,,,,9.25,7.4,,1 kg,,,,0.0,0.0,0.0,0.0
5397211,,Carne,"Esselunga, bovino adulto trippa tagliata",,,,,,5.85,5.85,,1 kg,,,,0.0,0.0,0.0,0.0
5751502,,Carne,"Esselunga Naturama, straccetti petto di pollo allevato senza uso di antibiotici",,,,,,10.49,10.49,,1 kg,,,,0.0,0.0,0.0,0.0
5375867,,Carne,"Esselunga, pollo fegati",,,,,,4.1,4.1,,1 kg,,,,0.0,0.0,0.0,0.0
5379910,,Carne,"Esselunga Naturama, fusi di pollo allevato senza uso di antibiotici",,,,,,6.37,5.09,,1 kg,,,,0.0,0.0,0.0,0.0
5388593,,Carne,"Esselunga, pollo durelli",,,,,,3.95,3.95,,1 kg,,,,0.0,0.0,0.0,0.0
5714400,,Carne,"Esselunga Naturama, fettine sottili di fesa di tacchino ad alimentazione vegetale",,,,,,13.99,13.99,,1 kg,,,,0.0,0.0,0.0,0.0
5395409,,Carne,"Esselunga, suino salamella mantovana 3 pezzi",,,,,,8.99,8.99,,1 kg,,,,0.0,0.0,0.0,0.0
5398137,,Carne,"Esselunga, suino lonza (arista) disossata",,,,,,7.42,5.19,,1 kg,,,,0.0,0.0,0.0,0.0
5420216,,Carne,"Esselunga, vitello cuore a fette",,,,,,6.4,6.4,,1 kg,,,,0.0,0.0,0.0,0.0
5430791,,Carne,"Esselunga, metÃ  coniglio porzionato",,,,,,9.49,9.49,,1 kg,,,,0.0,0.0,0.0,0.0
5399913,,Carne,"Esselunga, tacchino ali 2 pezzi",,,,,,2.35,2.35,,1 kg,,,,0.0,0.0,0.0,0.0
5385676,,Carne,"Esselunga Naturama, petto di pollo allevato senza uso di antibiotici",,,,,,8.99,8.99,,1 kg,,,,0.0,0.0,0.0,0.0
5391471,,Carne,"Esselunga, suino salsiccia piccante",,,,,,7.39,7.39,,1 kg,,,,0.0,0.0,0.0,0.0
5377513,,Carne,"Esselunga, suino salsiccia punta di coltello",,,,,,8.99,8.99,,1 kg,,,,0.0,0.0,0.0,0.0
5397269,,Carne,"Esselunga, suino filetto",,,,,,9.99,9.99,,1 kg,,,,0.0,0.0,0.0,0.0
5399287,,Carne,"Esselunga, suino Baby Ribs puntine",,,,,,8.99,8.99,,1 kg,,,,0.0,0.0,0.0,0.0
5390265,,Carne,"Esselunga Naturama, coniglio a meta' in parti ad alimentazione vegetale",,,,,,9.99,9.99,,1 kg,,,,0.0,0.0,0.0,0.0
5732857,,Carne,"Esselunga, mezzi filetti di pollo ad alimentazione vegetale",,,,,,9.99,9.99,,1 kg,,,,0.0,0.0,0.0,0.0
5389442,,Carne,"Esselunga, suino verzini",,,,,,7.29,7.29,,1 kg,,,,0.0,0.0,0.0,0.0
5392575,,Carne,"Esselunga, bovino adulto trippa foiolo",,,,,,6.99,6.99,,1 kg,,,,0.0,0.0,0.0,0.0
5745336,0.77,Carne,"Esselunga Hamburgeria, bovino adulto razza piemontese hamburger classici 250 g",3.84,,120,,,4.49,14.36,20.0,250 g,0.77,1.9,0.09,1.864935064935065,0.37395833333333334,0.0718,0.011966666666666665
5398801,2.0,Carne,"Esselunga, suino braciole di coppa (scamerita con osso) confezione risparmio",24.0,,276,,,5.89,5.89,13.0,1 kg,0.8,17.0,1.5,0.2945,0.024541666666666666,0.045307692307692306,0.0021340579710144927
5395605,,Carne,"Esselunga, tacchino sovracoscia",,,,,,4.4,4.4,,1 kg,,,,0.0,0.0,0.0,0.0
5410017,,Carne,"Esselunga, gallina a busto",,,,,,3.59,3.59,,1 kg,,,,0.0,0.0,0.0,0.0
5388522,,Carne,"Esselunga, gallina a meta'",,,,,,3.99,3.99,,1 kg,,,,0.0,0.0,0.0,0.0
5410670,,Carne,"Esselunga, suino fettine sottili di tagliata di lonza (arista) disossata",,,,,,10.59,10.59,,1 kg,,,,0.0,0.0,0.0,0.0
5729631,,Carne,"Esselunga, coscette di pollo ad alimentazione vegetale",,,,,,5.79,5.79,,1 kg,,,,0.0,0.0,0.0,0.0
5751503,,Carne,"Esselunga, tacchino per paillard 200 g",,,,,,3.59,17.95,,200 g,,,,0.0,0.0,0.0,0.0
5383747,,Carne,"Esselunga, tacchino fesa a meta'",,,,,,8.24,8.24,,1 kg,,,,0.0,0.0,0.0,0.0
5400486,,Carne,"Esselunga, cosce di coniglio",,,,,,9.1,9.1,,1 kg,,,,0.0,0.0,0.0,0.0
5394342,,Carne,"Esselunga Naturama, pollo busto allevato senza uso di antibiotici",,,,,,4.75,4.75,,1 kg,,,,0.0,0.0,0.0,0.0
5386176,,Carne,"Esselunga, suino coppa (scamerita) disossata",,,,,,6.99,6.99,,1 kg,,,,0.0,0.0,0.0,0.0
5376773,,Carne,"Esselunga, coniglio lombatine",,,,,,8.89,8.89,,1 kg,,,,0.0,0.0,0.0,0.0
5390488,0.0,Carne,"Esselunga, spedini con pollo e alloro",15.0,,203,,,10.5,8.4,17.0,1 kg,0.66,5.2,0.0,0.0,0.05600000000000001,0.049411764705882356,0.004137931034482759
5376590,,Carne,"Esselunga Naturama, pollo griglia allevato senza uso di antibiotici",,,,,,4.84,2.9,,1 kg,,,,0.0,0.0,0.0,0.0
5382063,,Carne,"Esselunga, suino tagliata di lonza (arista) salvia e rosmarino",,,,,,11.42,7.99,,1 kg,,,,0.0,0.0,0.0,0.0
5384247,,Carne,"Esselunga, coniglio spalle 2 pezzi",,,,,,6.45,6.45,,1 kg,,,,0.0,0.0,0.0,0.0
5394862,0.0,Carne,"Esselunga, suino spiedini confezione risparmio",16.0,,208,,,8.29,8.29,16.0,1 kg,1.2,6.1,0.0,0.0,0.0518125,0.0518125,0.003985576923076923
5751501,,Carne,"Esselunga Naturama, bocconcini  petto di pollo allevato senza uso di antibiotici",,,,,,10.49,10.49,,1 kg,,,,0.0,0.0,0.0,0.0
5384923,0.0,Carne,"Esselunga, suino arrosticini 400 g",12.0,,184,,,4.99,8.73,19.0,400 g,0.32,4.5,0.0,0.0,0.07275,0.04594736842105263,0.004744565217391305
5377731,,Carne,"Esselunga, tacchino spezzatino",,,,,,6.89,6.89,,1 kg,,,,0.0,0.0,0.0,0.0
5745342,0.61,Carne,"Esselunga Hamburgeria, vitello svizzere con parmigiano reggiano 250 g",10.9,,184,,,4.29,17.16,20.6,250 g,0.31,5.7,0.16,2.8131147540983608,0.15743119266055045,0.0833009708737864,0.00932608695652174
5745339,0.83,Carne,"Esselunga Hamburgeria, bovino adulto razza piemontese maxi hamburger con parmigiano reggiano 220 g",7.31,,159,,,4.3,19.55,22.3,220 g,0.34,4.5,0.15,2.355421686746988,0.2674418604651163,0.08766816143497758,0.01229559748427673
5385282,,Carne,"Esselunga, tacchino coscia",,,,,,3.75,3.75,,1 kg,,,,0.0,0.0,0.0,0.0
5399484,,Carne,"Esselunga, vitello lingua",,,,,,12.89,12.89,,1 kg,,,,0.0,0.0,0.0,0.0
5391425,,Carne,"Esselunga, suino cotolette (bistecche nella costola) 2 pezzi",,,,,,6.29,6.29,,1 kg,,,,0.0,0.0,0.0,0.0
5721626,,Carne,"Esselunga, suino costine (rosticciana) per griglia con rosmarino",,,,,,7.99,7.99,,1 kg,,,,0.0,0.0,0.0,0.0
5379697,,Carne,"Esselunga Naturama, roast beef (lombata senz'osso) a fette",,,,,,20.5,20.5,,1 kg,,,,0.0,0.0,0.0,0.0
5751504,,Carne,"Esselunga Naturama, bocconcini di fesa di tacchino ad alimentazione vegetale",,,,,,11.19,11.19,,1 kg,,,,0.0,0.0,0.0,0.0
5391703,,Carne,"Esselunga, suino nodini (bistecche nel filetto) 2 pezzi",,,,,,6.79,6.79,,1 kg,,,,0.0,0.0,0.0,0.0
5394710,,Carne,"Esselunga, suino cotoletta impanata",,,,,,8.79,8.79,,1 kg,,,,0.0,0.0,0.0,0.0
5379436,,Carne,"Esselunga, suino pancetta",,,,,,4.99,4.99,,1 kg,,,,0.0,0.0,0.0,0.0
5388787,,Carne,"Esselunga, coniglio fegato",,,,,,4.09,4.09,,1 kg,,,,0.0,0.0,0.0,0.0
5379884,,Carne,"Esselunga, suino italiano salsiccia arrotolata",,,,,,8.29,8.29,,1 kg,,,,0.0,0.0,0.0,0.0
5420698,,Carne,"Esselunga, suino filetto al pepe verde",,,,,,14.99,10.49,,1 kg,,,,0.0,0.0,0.0,0.0
5382452,,Carne,"Esselunga, coniglio intero",,,,,,8.49,8.49,,1 kg,,,,0.0,0.0,0.0,0.0
5394412,,Carne,"Esselunga, suino puntine (rosticciana)",,,,,,6.19,6.19,,1 kg,,,,0.0,0.0,0.0,0.0
5377244,,Carne,"Esselunga, suino italiano salamella per griglia",,,,,,9.69,9.69,,1 kg,,,,0.0,0.0,0.0,0.0
5425775,,Carne,"Esselunga Naturama, scottona fettine sottili confezione risparmio",,,,,,21.5,17.2,,1 kg,,,,0.0,0.0,0.0,0.0
5421841,,Carne,"Esselunga Naturama, scottona entrecote per tagliata",,,,,,22.12,17.69,,1 kg,,,,0.0,0.0,0.0,0.0
5410102,,Carne,"Esselunga Naturama, scottona tagliata con salvia e rosmarino",,,,,,21.6,21.6,,1 kg,,,,0.0,0.0,0.0,0.0
5383508,,Carne,"Esselunga Naturama, scottona fiorentina",,,,,,19.89,19.89,,1 kg,,,,0.0,0.0,0.0,0.0
5411224,,Carne,"Esselunga Naturama, faraona in parti allevata senza uso di antibiotici",,,,,,8.44,6.75,,1 kg,,,,0.0,0.0,0.0,0.0
5395749,,Carne,"Esselunga, vitello italiano fettine sottili",,,,,,23.5,23.5,,1 kg,,,,0.0,0.0,0.0,0.0
5400421,,Carne,"Esselunga, bovino adulto hamburger 4 pezzi confezione risparmio",,,,,,7.99,7.99,,1 kg,,,,0.0,0.0,0.0,0.0
5399332,,Carne,"Esselunga, scottona di razza piemontese fettine sottili",,,,,,24.37,19.49,,1 kg,,,,0.0,0.0,0.0,0.0
5719638,,Carne,"Esselunga, suino coppa (scamerita disossata) a fette aromatizzate alle erbe",,,,,,8.99,6.29,,1 kg,,,,0.0,0.0,0.0,0.0
5410944,,Carne,"Esselunga, suino salamelle senza pelle 500 g",,,,,,3.99,7.98,,500 g,,,,0.0,0.0,0.0,0.0
5385185,,Carne,"Esselunga Naturama, pollo in parti allevato senza uso di antibiotici",,,,,,5.35,5.35,,1 kg,,,,0.0,0.0,0.0,0.0
5425759,,Carne,"Esselunga Naturama, scottona fettine sottili con formaggio e rucola",,,,,,22.85,15.99,,1 kg,,,,0.0,0.0,0.0,0.0
5382176,,Carne,"Esselunga, vitello italiano biancostato (lesso )",,,,,,8.74,6.99,,1 kg,,,,0.0,0.0,0.0,0.0
5399673,,Carne,"Esselunga Naturama, faraona busto",,,,,,7.29,7.29,,1 kg,,,,0.0,0.0,0.0,0.0
5400804,,Carne,"Esselunga, scottona di razza piemontese roast beef (lombata senz'osso) a fette",,,,,,23.99,23.99,,1 kg,,,,0.0,0.0,0.0,0.0
5542905,,Carne,"Esselunga, vitello italiano trita (macinata) scelta",,,,,,11.29,7.9,,1 kg,,,,0.0,0.0,0.0,0.0
5386089,,Carne,"Esselunga, suino arrosto coppa (scamerita)",,,,,,8.79,8.79,,1 kg,,,,0.0,0.0,0.0,0.0
5400831,,Carne,"Esselunga, scottona di razza piemonte trita (macinata) scelta",,,,,,12.99,12.99,,1 kg,,,,0.0,0.0,0.0,0.0
5396916,,Carne,"Esselunga, agnello coscia anteriore",,,,,,12.89,12.89,,1 kg,,,,0.0,0.0,0.0,0.0
5530212,,Carne,"Esselunga, vitello italiano fesa a fettine 3 pezzi",,,,,,20.99,20.99,,1 kg,,,,0.0,0.0,0.0,0.0
5425522,,Carne,"Esselunga, pollo rolatine con prosciutto cotto",,,,,,13.74,10.99,,1 kg,,,,0.0,0.0,0.0,0.0
5376842,,Carne,"Esselunga, suino italiano salsiccia per griglia",,,,,,8.39,8.39,,1 kg,,,,0.0,0.0,0.0,0.0
5382075,,Carne,"EsselungaNaturama, filetto a fette",,,,,,32.4,32.4,,1 kg,,,,0.0,0.0,0.0,0.0
5396883,,Carne,"Esselunga, vitello italiano reale con osso",,,,,,12.89,12.89,,1 kg,,,,0.0,0.0,0.0,0.0
5383168,,Carne,"Esselunga Naturama, scottona costata",,,,,,18.99,18.99,,1 kg,,,,0.0,0.0,0.0,0.0
5387950,,Carne,"Esselunga, vitello italiano magatello (girello)",,,,,,22.42,15.69,,1 kg,,,,0.0,0.0,0.0,0.0
5410838,,Carne,"Esselunga, bovino adulto polpa trita (macinata magra ) scelta confezione risparmio",,,,,,14.17,8.5,,1 kg,,,,0.0,0.0,0.0,0.0
5397495,,Carne,"Esselunga, vitello italiano svizzere 4 pezzi confezione risparmio",,,,,,12,7.2,,1 kg,,,,0.0,0.0,0.0,0.0
5421853,,Carne,"Esselunga, scottona rotolini tricolore",,,,,,23.99,23.99,,1 kg,,,,0.0,0.0,0.0,0.0
5399490,,Carne,"Esselunga, vitello rognone",,,,,,11.99,11.99,,1 kg,,,,0.0,0.0,0.0,0.0
5421845,,Carne,"Esselunga Naturama, scottona roast-beef (lombata disossata)",,,,,,22.8,22.8,,1 kg,,,,0.0,0.0,0.0,0.0
5392670,,Carne,"Esselunga naturama, scottona noce",,,,,,17.2,17.2,,1 kg,,,,0.0,0.0,0.0,0.0
5431351,,Carne,"Esselunga, pollo straccetti alla provenzale",,,,,,17.87,17.87,,1 kg,,,,0.0,0.0,0.0,0.0
5719637,,Carne,"Esselunga, suino coppa (scamerita disossata) a fette aromatizzate alla paprika",,,,,,8.99,8.99,,1 kg,,,,0.0,0.0,0.0,0.0
5379420,,Carne,"Esselunga, vitello tagliata con salsa e rosmarino",,,,,,23.28,16.29,,1 kg,,,,0.0,0.0,0.0,0.0
5391782,,Carne,"Esselunga, pollo sovracosce",,,,,,11.99,11.99,,1 kg,,,,0.0,0.0,0.0,0.0
5758968,,Carne,"Esselunga Naturama, suino paillard 200 g",,,,,,2.49,12.45,,200 g,,,,0.0,0.0,0.0,0.0
5395612,,Carne,"Esselunga, bovino adulto filetto a fette",,,,,,30.4,30.4,,1 kg,,,,0.0,0.0,0.0,0.0
5400326,,Carne,"Esselunga, scottona di razza piemonte polpa trita (macinata di magro) confezione risparmio",,,,,,17.99,14.39,,1 kg,,,,0.0,0.0,0.0,0.0
5388613,,Carne,"Esselunga, vitello italiano nodini (bistecche nel filetto) 2 pezzi",,,,,,19.99,13.99,,1 kg,,,,0.0,0.0,0.0,0.0
5384478,,Carne,"Esselunga, anatra a busto",,,,,,8.39,8.39,,1 kg,,,,0.0,0.0,0.0,0.0
5760539,,Carne,"Esselunga Naturama, suino pancetta a fette 300 g",,,,,,2.87,7.64,,300 g,,,,0.0,0.0,0.0,0.0
5396673,,Carne,"Esselunga, vitello italiano cotolette (bistecche nella costola) 2 pezzi",,,,,,18.99,13.29,,1 kg,,,,0.0,0.0,0.0,0.0
5758969,0.0,Carne,"Esselunga Naturama, suino trita 300 g",12.0,,184,,,2.79,9.31,19.0,300 g,1.1,4.7,0.0,0.0,0.07758333333333334,0.049,0.0050597826086956526
5422608,,Carne,"Esselunga, scottona di razza piemontese filetto a fette",,,,,,33.99,33.99,,1 kg,,,,0.0,0.0,0.0,0.0
5383692,,Carne,"Esselunga, suino arista disossata",,,,,,11.99,11.99,,1 kg,,,,0.0,0.0,0.0,0.0
5378780,,Carne,"Esselunga, agnello cotolette con rosmarino",,,,,,20.99,14.69,,1 kg,,,,0.0,0.0,0.0,0.0
5399649,,Carne,"Esselunga, bovino adulto filetto intero",,,,,,27.9,27.9,,1 kg,,,,0.0,0.0,0.0,0.0
5392773,,Carne,"Esselunga, scottona di razza piemontese biancostato scelto 2 pezzi",,,,,,10.42,7.29,,1 kg,,,,0.0,0.0,0.0,0.0
5381529,,Carne,"Esselunga, vitello italiano noce (rosetta)",,,,,,20.86,14.6,,1 kg,,,,0.0,0.0,0.0,0.0
5387786,,Carne,"Esselunga Naturama, scottona scamone (pezza)",,,,,,19.8,19.8,,1 kg,,,,0.0,0.0,0.0,0.0
5391066,0.0,Carne,"Esselunga Naturama, suino salsiccia 250 g",19.0,,239,,,2.24,7.16,17.0,250 g,1.8,7.2,0.0,0.0,0.037684210526315785,0.04211764705882353,0.00299581589958159
5394133,,Carne,"Esselunga, scottona di razza piemontese fettine scelte",,,,,,21.99,21.99,,1 kg,,,,0.0,0.0,0.0,0.0
5396264,,Carne,"Esselunga Naturama, scottona fettine confezione risparmio",,,,,,17.14,11.99,,1 kg,,,,0.0,0.0,0.0,0.0
5379716,,Carne,"Esselunga Naturama, scottona bocconcini",,,,,,16,12.8,,1 kg,,,,0.0,0.0,0.0,0.0
5388803,,Carne,"Esselunga, scottona di razza piemonte polpa trita (macinata di magro)",,,,,,17.99,17.99,,1 kg,,,,0.0,0.0,0.0,0.0
5400946,,Carne,"Esselunga, scottona di razza piemontese fettine per tagliata",,,,,,24.49,24.49,,1 kg,,,,0.0,0.0,0.0,0.0
5758970,2.7,Carne,"Esselunga Naturama, suino hamburger 2 pezzi 200 g",13.0,,200,,,1.99,6.95,18.0,200 g,1.1,4.9,0.9,0.2574074074074074,0.05346153846153846,0.03861111111111112,0.0034750000000000002
5515755,,Carne,"Esselunga Naturama, scottona polpa trita confezione risparmio",,,,,,15.2,15.2,,1 kg,,,,0.0,0.0,0.0,0.0
5389487,,Carne,"Esselunga, vitello italiano svizzere 2 pezzi",,,,,,12.7,12.7,,1 kg,,,,0.0,0.0,0.0,0.0
5376176,,Carne,"Esselunga, vitello italiano arrosto di codino (bicchiere) a fette",,,,,,24.28,16.99,,1 kg,,,,0.0,0.0,0.0,0.0
5386917,,Carne,"Esselunga, vitello italiano punta a fette",,,,,,9,7.2,,1 kg,,,,0.0,0.0,0.0,0.0
5431121,,Carne,"Esselunga, vitello straccetti salvia e rosmarino",,,,,,18.62,14.89,,1 kg,,,,0.0,0.0,0.0,0.0
5394900,,Carne,"Esselunga Naturama, scottona fettine sottili",,,,,,21.89,21.89,,1 kg,,,,0.0,0.0,0.0,0.0
5406201,,Carne,"Esselunga, vitello italiano spianaccino (cimalino)",,,,,,19.99,13.99,,1 kg,,,,0.0,0.0,0.0,0.0
5733243,,Carne,"Esselunga, scottona di razza piemontese maxi hamburger",,,,,,15.99,15.99,,1 kg,,,,0.0,0.0,0.0,0.0
5396529,,Carne,"Esselunga, vitello italiano pesce (campanello)",,,,,,18.57,12.99,,1 kg,,,,0.0,0.0,0.0,0.0
5379742,,Carne,"Esselunga Naturama, scottona pesce (campanello)",,,,,,14.28,9.99,,1 kg,,,,0.0,0.0,0.0,0.0
5411215,,Carne,"Esselunga, scottona di razza piemontese bistecche di scamone (bicchiere)",,,,,,22.49,22.49,,1 kg,,,,0.0,0.0,0.0,0.0
5409769,,Carne,"Esselunga, vitello polpettone speck e formaggio",,,,,,19.99,19.99,,1 kg,,,,0.0,0.0,0.0,0.0
5398979,,Carne,"Esselunga, tacchino arrosto di fesa",,,,,,11.99,9.59,,1 kg,,,,0.0,0.0,0.0,0.0
5384499,,Carne,"Esselunga, vitello italiano punta d'anca (scannello)",,,,,,20.86,14.6,,1 kg,,,,0.0,0.0,0.0,0.0
5390120,,Carne,"Esselunga, suino grigliata mista",,,,,,9.7,6.79,,1 kg,,,,0.0,0.0,0.0,0.0
5382656,,Carne,"Esselunga Naturama, scottona scamone (pezza) a fette",,,,,,21.69,21.69,,1 kg,,,,0.0,0.0,0.0,0.0
5392416,,Carne,"Esselunga, pollo sovracosce impanate",,,,,,14.28,9.99,,1 kg,,,,0.0,0.0,0.0,0.0
5384034,,Carne,"Esselunga, suino italiano tris di salsicce",,,,,,8.99,6.29,,1 kg,,,,0.0,0.0,0.0,0.0
5399514,,Carne,"Esselunga, vitello italiano spezzatino scelto",,,,,,14.28,9.99,,1 kg,,,,0.0,0.0,0.0,0.0
5387464,,Carne,"Esselunga, scottona di razza piemontese fettine",,,,,,20.99,20.99,,1 kg,,,,0.0,0.0,0.0,0.0
5388348,,Carne,"Esselunga, vitello italiano maxi svizzera sottile",,,,,,14.89,14.89,,1 kg,,,,0.0,0.0,0.0,0.0
5399541,,Carne,"Esselunga, vitello italiano filetto",,,,,,28.59,28.59,,1 kg,,,,0.0,0.0,0.0,0.0
5382572,,Carne,"Esselunga, vitello arrosto scelto",,,,,,17.72,12.4,,1 kg,,,,0.0,0.0,0.0,0.0
5397300,,Carne,"Esselunga, lonza (arista) a fette impanata",,,,,,15.99,11.19,,1 kg,,,,0.0,0.0,0.0,0.0
5377120,,Carne,"Esselunga, vitello italiano ossobuchi anteriori 2 pezzi",,,,,,13.43,9.4,,1 kg,,,,0.0,0.0,0.0,0.0
5388807,,Carne,"Esselunga, bovino adulto scamone (bicchiere)",,,,,,17.99,17.99,,1 kg,,,,0.0,0.0,0.0,0.0
5420368,,Carne,"Esselunga, suino salsicce in bellavista",,,,,,9.89,9.89,,1 kg,,,,0.0,0.0,0.0,0.0
5399208,,Carne,"Esselunga, vitello italiano mini svizzere di fesa 8 pezzi",,,,,,15.43,10.8,,1 kg,,,,0.0,0.0,0.0,0.0
5385063,,Carne,"Esselunga, scottona di razza piemontese spezzatino",,,,,,13.99,9.79,,1 kg,,,,0.0,0.0,0.0,0.0
5387272,,Carne,"Esselunga Naturama, scottona fettine per tagliata",,,,,,21.6,21.6,,1 kg,,,,0.0,0.0,0.0,0.0
5395912,,Carne,"Esselunga, vitello italiano arrosto di codino (bicchiere)",,,,,,22.42,15.69,,1 kg,,,,0.0,0.0,0.0,0.0
5383929,,Carne,"Esselunga, pollo petti impanati",,,,,,17.85,12.49,,1 kg,,,,0.0,0.0,0.0,0.0
5399026,,Carne,"Esselunga, scottona di razza piemontese scaloppe (braciole)",,,,,,16.28,11.39,,1 kg,,,,0.0,0.0,0.0,0.0
5414571,,Carne,"Esselunga, scottona piemontese tagliata di scamone",,,,,,23.99,19.19,,1 kg,,,,0.0,0.0,0.0,0.0
5384532,,Carne,"Esselunga, vitello italiano filetto a fette",,,,,,28.99,28.99,,1 kg,,,,0.0,0.0,0.0,0.0
5395412,,Carne,"Esselunga, vitello italiano sottofesa (sottonoce)",,,,,,20.86,14.6,,1 kg,,,,0.0,0.0,0.0,0.0
5386560,,Carne,"Esselunga, vitello carrÃ¨ disossato",,,,,,27,18.9,,1 kg,,,,0.0,0.0,0.0,0.0
5395704,,Carne,"Esselunga, vitello milanese impanata",,,,,,23.5,18.8,,1 kg,,,,0.0,0.0,0.0,0.0
5392574,,Carne,"Esselunga, vitello italiano ossobuchi posteriori",,,,,,14.87,10.4,,1 kg,,,,0.0,0.0,0.0,0.0
5531185,,Carne,"Esselunga, pollo fettine sottili impanate",,,,,,18.72,18.72,,1 kg,,,,0.0,0.0,0.0,0.0
5414341,,Carne,"Esselunga, scottona piemontese tagliata di roastbeef",,,,,,24.99,24.99,,1 kg,,,,0.0,0.0,0.0,0.0
5424481,,Carne,"Esselunga, vitello italiano fettine per tagliata",,,,,,22.4,22.4,,1 kg,,,,0.0,0.0,0.0,0.0
5400670,,Carne,"Esselunga, tacchino fesa intera",,,,,,6.79,6.79,,1 kg,,,,0.0,0.0,0.0,0.0
5381328,,Carne,"Esselunga Naturama, scottona codone",,,,,,16.99,16.99,,1 kg,,,,0.0,0.0,0.0,0.0
5400454,,Carne,"Esselunga, tacchino arrosto",,,,,,7.74,7.74,,1 kg,,,,0.0,0.0,0.0,0.0
5379504,,Carne,"Esselunga, scottona piemontese entrecoteper tagliata",,,,,,24.99,19.99,,1 kg,,,,0.0,0.0,0.0,0.0
5397591,,Carne,"Esselunga, vitello rollÃ¨ salvia e rosmarino",,,,,,12.85,8.99,,1 kg,,,,0.0,0.0,0.0,0.0
5392113,,Carne,"Esselunga, anatra a metÃ",,,,,,9.59,9.59,,1 kg,,,,0.0,0.0,0.0,0.0
5529885,,Carne,"Esselunga, vitello carrÃ¨ per tagliata",,,,,,28,19.6,,1 kg,,,,0.0,0.0,0.0,0.0
5397352,,Carne,"Esselunga, vitello fesa impanata",,,,,,23.6,23.6,,1 kg,,,,0.0,0.0,0.0,0.0
5378340,,Carne,"Esselunga, tacchino fesa impanata",,,,,,18.72,18.72,,1 kg,,,,0.0,0.0,0.0,0.0
5410093,,Carne,"Esselunga, scottona di razza piemontese polpa di spalla",,,,,,14.99,10.49,,1 kg,,,,0.0,0.0,0.0,0.0
5376143,,Carne,"Esselunga, scottona di razza piemontese punta di petto",,,,,,10.42,7.29,,1 kg,,,,0.0,0.0,0.0,0.0
5395279,,Carne,"Esselunga, pollo bocconcini di petto impanati",,,,,,17.85,17.85,,1 kg,,,,0.0,0.0,0.0,0.0
5388423,,Carne,"Esselunga, scottona piemontese polpa per tartare",,,,,,22.99,18.39,,1 kg,,,,0.0,0.0,0.0,0.0
5383465,,Carne,"Esselunga, vitello italiano cappello di prete (sorra)",,,,,,18.2,18.2,,1 kg,,,,0.0,0.0,0.0,0.0
5387682,,Carne,"Esselunga, vitello italiano bocconcini",,,,,,19.15,13.4,,1 kg,,,,0.0,0.0,0.0,0.0
